"Plot Title: 20297239"
"#","Date Time, GMT-08:00","Avg: Temperature, °F (LGR S/N: 20297239)","Avg: Pressure, psi (LGR S/N: 20297239)","Max: Temperature, °F (LGR S/N: 20297239)","Min: Temperature, °F (LGR S/N: 20297239)","Coupler Detached (LGR S/N: 20297239)","Coupler Attached (LGR S/N: 20297239)","Host Connected (LGR S/N: 20297239)","Stopped (LGR S/N: 20297239)","End Of File (LGR S/N: 20297239)"
1679,08/15/18 07:00:00 AM,43.282,15.3495,43.282,43.282,,,,,
1680,08/15/18 08:00:00 AM,43.099,15.3515,43.099,43.099,,,,,
1681,08/15/18 09:00:00 AM,42.915,15.3361,42.915,42.915,,,,,
1682,08/15/18 10:00:00 AM,42.915,15.3335,42.915,42.915,,,,,
1683,08/15/18 11:00:00 AM,42.915,15.3086,42.915,42.915,,,,,
1684,08/15/18 12:00:00 PM,42.915,15.2987,42.915,42.915,,,,,
1685,08/15/18 01:00:00 PM,43.099,15.2942,43.099,43.099,,,,,
1686,08/15/18 02:00:00 PM,43.282,15.2996,43.282,43.282,,,,,
1687,08/15/18 03:00:00 PM,43.282,15.2871,43.282,43.282,,,,,
1688,08/15/18 04:00:00 PM,43.466,15.2902,43.466,43.466,,,,,
1689,08/15/18 05:00:00 PM,43.831,15.2462,43.831,43.831,,,,,
1690,08/15/18 06:00:00 PM,44.013,15.2591,44.013,44.013,,,,,
1691,08/15/18 07:00:00 PM,44.379,15.2451,44.379,44.379,,,,,
1692,08/15/18 08:00:00 PM,44.560,15.2432,44.560,44.560,,,,,
1693,08/15/18 09:00:00 PM,44.742,15.2485,44.742,44.742,,,,,
1694,08/15/18 10:00:00 PM,44.922,15.2641,44.922,44.922,,,,,
1695,08/15/18 11:00:00 PM,45.104,15.2868,45.104,45.104,,,,,
1696,08/16/18 12:00:00 AM,45.286,15.2923,45.286,45.286,,,,,
1697,08/16/18 01:00:00 AM,45.286,15.3148,45.286,45.286,,,,,
1698,08/16/18 02:00:00 AM,45.286,15.3422,45.286,45.286,,,,,
1699,08/16/18 03:00:00 AM,45.286,15.3422,45.286,45.286,,,,,
1700,08/16/18 04:00:00 AM,45.104,15.3492,45.104,45.104,,,,,
1701,08/16/18 05:00:00 AM,44.742,15.3459,44.742,44.742,,,,,
1702,08/16/18 06:00:00 AM,44.379,15.3399,44.379,44.379,,,,,
1703,08/16/18 07:00:00 AM,44.013,15.3389,44.013,44.013,,,,,
1704,08/16/18 08:00:00 AM,43.831,15.3135,43.831,43.831,,,,,
1705,08/16/18 09:00:00 AM,43.648,15.3229,43.648,43.648,,,,,
1706,08/16/18 10:00:00 AM,43.466,15.2951,43.466,43.466,,,,,
1707,08/16/18 11:00:00 AM,43.466,15.2926,43.466,43.466,,,,,
1708,08/16/18 12:00:00 PM,43.466,15.2726,43.466,43.466,,,,,
1709,08/16/18 01:00:00 PM,43.831,15.2636,43.831,43.831,,,,,
1710,08/16/18 02:00:00 PM,44.013,15.2591,44.013,44.013,,,,,
1711,08/16/18 03:00:00 PM,44.195,15.2297,44.195,44.195,,,,,
1712,08/16/18 04:00:00 PM,44.379,15.2352,44.379,44.379,,,,,
1713,08/16/18 05:00:00 PM,44.742,15.2137,44.742,44.742,,,,,
1714,08/16/18 06:00:00 PM,44.922,15.2042,44.922,44.922,,,,,
1715,08/16/18 07:00:00 PM,45.104,15.2121,45.104,45.104,,,,,
1716,08/16/18 08:00:00 PM,45.104,15.1921,45.104,45.104,,,,,
1717,08/16/18 09:00:00 PM,45.286,15.2001,45.286,45.286,,,,,
1718,08/16/18 10:00:00 PM,45.466,15.1956,45.466,45.466,,,,,
1719,08/16/18 11:00:00 PM,45.648,15.2235,45.648,45.648,,,,,
1720,08/17/18 12:00:00 AM,45.828,15.2439,45.828,45.828,,,,,
1721,08/17/18 01:00:00 AM,45.828,15.2738,45.828,45.828,,,,,
1722,08/17/18 02:00:00 AM,45.828,15.2913,45.828,45.828,,,,,
1723,08/17/18 03:00:00 AM,45.828,15.3087,45.828,45.828,,,,,
1724,08/17/18 04:00:00 AM,45.648,15.3282,45.648,45.648,,,,,
1725,08/17/18 05:00:00 AM,45.286,15.3322,45.286,45.286,,,,,
1726,08/17/18 06:00:00 AM,44.922,15.3314,44.922,44.922,,,,,
1727,08/17/18 07:00:00 AM,44.379,15.3224,44.379,44.379,,,,,
1728,08/17/18 08:00:00 AM,44.013,15.3240,44.013,44.013,,,,,
1729,08/17/18 09:00:00 AM,43.648,15.3131,43.648,43.648,,,,,
1730,08/17/18 10:00:00 AM,43.466,15.3076,43.466,43.466,,,,,
1731,08/17/18 11:00:00 AM,43.466,15.3051,43.466,43.466,,,,,
1732,08/17/18 12:00:00 PM,43.648,15.3080,43.648,43.648,,,,,
1733,08/17/18 01:00:00 PM,44.013,15.2667,44.013,44.013,,,,,
1734,08/17/18 02:00:00 PM,44.379,15.2700,44.379,44.379,,,,,
1735,08/17/18 03:00:00 PM,44.742,15.2659,44.742,44.742,,,,,
1736,08/17/18 04:00:00 PM,44.922,15.2365,44.922,44.922,,,,,
1737,08/17/18 05:00:00 PM,45.286,15.2475,45.286,45.286,,,,,
1738,08/17/18 06:00:00 PM,45.648,15.2335,45.648,45.648,,,,,
1739,08/17/18 07:00:00 PM,45.648,15.2410,45.648,45.648,,,,,
1740,08/17/18 08:00:00 PM,45.648,15.2359,45.648,45.648,,,,,
1741,08/17/18 09:00:00 PM,45.828,15.2514,45.828,45.828,,,,,
1742,08/17/18 10:00:00 PM,45.828,15.2414,45.828,45.828,,,,,
1743,08/17/18 11:00:00 PM,46.008,15.2717,46.008,46.008,,,,,
1744,08/18/18 12:00:00 AM,46.188,15.2997,46.188,46.188,,,,,
1745,08/18/18 01:00:00 AM,46.188,15.3122,46.188,46.188,,,,,
1746,08/18/18 02:00:00 AM,46.188,15.3472,46.188,46.188,,,,,
1747,08/18/18 03:00:00 AM,45.828,15.3562,45.828,45.828,,,,,
1748,08/18/18 04:00:00 AM,45.286,15.3772,45.286,45.286,,,,,
1749,08/18/18 05:00:00 AM,44.560,15.3702,44.560,44.560,,,,,
1750,08/18/18 06:00:00 AM,43.831,15.3933,43.831,43.831,,,,,
1751,08/18/18 07:00:00 AM,43.282,15.3820,43.282,43.282,,,,,
1752,08/18/18 08:00:00 AM,42.732,15.3656,42.732,42.732,,,,,
1753,08/18/18 09:00:00 AM,42.363,15.3521,42.363,42.363,,,,,
1754,08/18/18 10:00:00 AM,42.179,15.3566,42.179,42.179,,,,,
1755,08/18/18 11:00:00 AM,41.994,15.3263,41.994,41.994,,,,,
1756,08/18/18 12:00:00 PM,41.810,15.3308,41.810,41.810,,,,,
1757,08/18/18 01:00:00 PM,41.994,15.3138,41.994,41.994,,,,,
1758,08/18/18 02:00:00 PM,42.179,15.3042,42.179,42.179,,,,,
1759,08/18/18 03:00:00 PM,42.363,15.2823,42.363,42.363,,,,,
1760,08/18/18 04:00:00 PM,42.548,15.2629,42.548,42.548,,,,,
1761,08/18/18 05:00:00 PM,42.915,15.2688,42.915,42.915,,,,,
1762,08/18/18 06:00:00 PM,43.282,15.2448,43.282,43.282,,,,,
1763,08/18/18 07:00:00 PM,43.648,15.2308,43.648,43.648,,,,,
1764,08/18/18 08:00:00 PM,43.831,15.2213,43.831,43.831,,,,,
1765,08/18/18 09:00:00 PM,44.013,15.2217,44.013,44.013,,,,,
1766,08/18/18 10:00:00 PM,44.379,15.2203,44.379,44.379,,,,,
1767,08/18/18 11:00:00 PM,44.742,15.2361,44.742,44.742,,,,,
1768,08/19/18 12:00:00 AM,45.104,15.2570,45.104,45.104,,,,,
1769,08/19/18 01:00:00 AM,45.286,15.2725,45.286,45.286,,,,,
1770,08/19/18 02:00:00 AM,45.466,15.2878,45.466,45.466,,,,,
1771,08/19/18 03:00:00 AM,45.648,15.2883,45.648,45.648,,,,,
1772,08/19/18 04:00:00 AM,45.648,15.3008,45.648,45.648,,,,,
1773,08/19/18 05:00:00 AM,45.466,15.3053,45.466,45.466,,,,,
1774,08/19/18 06:00:00 AM,44.922,15.3189,44.922,44.922,,,,,
1775,08/19/18 07:00:00 AM,44.560,15.3203,44.560,44.560,,,,,
1776,08/19/18 08:00:00 AM,44.195,15.3319,44.195,44.195,,,,,
1777,08/19/18 09:00:00 AM,43.831,15.3260,43.831,43.831,,,,,
1778,08/19/18 10:00:00 AM,43.648,15.3080,43.648,43.648,,,,,
1779,08/19/18 11:00:00 AM,43.831,15.3160,43.831,43.831,,,,,
1780,08/19/18 12:00:00 PM,44.013,15.2990,44.013,44.013,,,,,
1781,08/19/18 01:00:00 PM,44.013,15.2941,44.013,44.013,,,,,
1782,08/19/18 02:00:00 PM,44.195,15.2796,44.195,44.195,,,,,
1783,08/19/18 03:00:00 PM,44.013,15.2765,44.013,44.013,,,,,
1784,08/19/18 04:00:00 PM,44.013,15.2741,44.013,44.013,,,,,
1785,08/19/18 05:00:00 PM,44.195,15.2820,44.195,44.195,,,,,
1786,08/19/18 06:00:00 PM,44.560,15.2755,44.560,44.560,,,,,
1787,08/19/18 07:00:00 PM,44.922,15.2715,44.922,44.922,,,,,
1788,08/19/18 08:00:00 PM,45.104,15.2745,45.104,45.104,,,,,
1789,08/19/18 09:00:00 PM,45.466,15.3103,45.466,45.466,,,,,
1790,08/19/18 10:00:00 PM,45.828,15.3112,45.828,45.828,,,,,
1791,08/19/18 11:00:00 PM,46.008,15.3715,46.008,46.008,,,,,
1792,08/20/18 12:00:00 AM,46.188,15.3770,46.188,46.188,,,,,
1793,08/20/18 01:00:00 AM,45.828,15.3985,45.828,45.828,,,,,
1794,08/20/18 02:00:00 AM,45.466,15.4200,45.466,45.466,,,,,
1795,08/20/18 03:00:00 AM,45.104,15.4166,45.104,45.104,,,,,
1796,08/20/18 04:00:00 AM,44.742,15.4207,44.742,44.742,,,,,
1797,08/20/18 05:00:00 AM,44.560,15.4401,44.560,44.560,,,,,
1798,08/20/18 06:00:00 AM,44.379,15.4422,44.379,44.379,,,,,
1799,08/20/18 07:00:00 AM,44.013,15.4512,44.013,44.013,,,,,
1800,08/20/18 08:00:00 AM,43.831,15.4383,43.831,43.831,,,,,
1801,08/20/18 09:00:00 AM,43.466,15.4522,43.466,43.466,,,,,
1802,08/20/18 10:00:00 AM,43.466,15.4522,43.466,43.466,,,,,
1803,08/20/18 11:00:00 AM,43.466,15.4298,43.466,43.466,,,,,
1804,08/20/18 12:00:00 PM,43.648,15.4227,43.648,43.648,,,,,
1805,08/20/18 01:00:00 PM,43.831,15.4008,43.831,43.831,,,,,
1806,08/20/18 02:00:00 PM,43.831,15.3933,43.831,43.831,,,,,
1807,08/20/18 03:00:00 PM,43.831,15.3583,43.831,43.831,,,,,
1808,08/20/18 04:00:00 PM,43.831,15.3434,43.831,43.831,,,,,
1809,08/20/18 05:00:00 PM,43.831,15.3211,43.831,43.831,,,,,
1810,08/20/18 06:00:00 PM,43.831,15.3086,43.831,43.831,,,,,
1811,08/20/18 07:00:00 PM,44.013,15.3066,44.013,44.013,,,,,
1812,08/20/18 08:00:00 PM,44.013,15.2865,44.013,44.013,,,,,
1813,08/20/18 09:00:00 PM,44.195,15.3021,44.195,44.195,,,,,
1814,08/20/18 10:00:00 PM,44.195,15.3269,44.195,44.195,,,,,
1815,08/20/18 11:00:00 PM,44.195,15.3369,44.195,44.195,,,,,
1816,08/21/18 12:00:00 AM,44.195,15.3469,44.195,44.195,,,,,
1817,08/21/18 01:00:00 AM,44.195,15.3444,44.195,44.195,,,,,
1818,08/21/18 02:00:00 AM,44.195,15.3718,44.195,44.195,,,,,
1819,08/21/18 03:00:00 AM,44.013,15.3614,44.013,44.013,,,,,
1820,08/21/18 04:00:00 AM,43.648,15.3728,43.648,43.648,,,,,
1821,08/21/18 05:00:00 AM,43.282,15.3744,43.282,43.282,,,,,
1822,08/21/18 06:00:00 AM,43.282,15.3695,43.282,43.282,,,,,
1823,08/21/18 07:00:00 AM,43.282,15.3720,43.282,43.282,,,,,
1824,08/21/18 08:00:00 AM,43.282,15.3695,43.282,43.282,,,,,
1825,08/21/18 09:00:00 AM,43.282,15.3820,43.282,43.282,,,,,
1826,08/21/18 10:00:00 AM,43.099,15.4088,43.099,43.099,,,,,
1827,08/21/18 11:00:00 AM,43.099,15.4364,43.099,43.099,,,,,
1828,08/21/18 12:00:00 PM,42.732,15.4603,42.732,42.732,,,,,
1829,08/21/18 01:00:00 PM,42.732,15.4852,42.732,42.732,,,,,
1830,08/21/18 02:00:00 PM,42.548,15.5022,42.548,42.548,,,,,
1831,08/21/18 03:00:00 PM,42.548,15.5347,42.548,42.548,,,,,
1832,08/21/18 04:00:00 PM,42.363,15.5417,42.363,42.363,,,,,
1833,08/21/18 05:00:00 PM,42.548,15.5446,42.548,42.548,,,,,
1834,08/21/18 06:00:00 PM,42.548,15.5570,42.548,42.548,,,,,
1835,08/21/18 07:00:00 PM,42.732,15.5351,42.732,42.732,,,,,
1836,08/21/18 08:00:00 PM,42.732,15.5552,42.732,42.732,,,,,
1837,08/21/18 09:00:00 PM,42.915,15.5380,42.915,42.915,,,,,
1838,08/21/18 10:00:00 PM,42.915,15.5656,42.915,42.915,,,,,
1839,08/21/18 11:00:00 PM,42.915,15.5855,42.915,42.915,,,,,
1840,08/22/18 12:00:00 AM,43.099,15.5961,43.099,43.099,,,,,
1841,08/22/18 01:00:00 AM,43.099,15.6010,43.099,43.099,,,,,
1842,08/22/18 02:00:00 AM,43.099,15.6235,43.099,43.099,,,,,
1843,08/22/18 03:00:00 AM,42.915,15.6329,42.915,42.915,,,,,
1844,08/22/18 04:00:00 AM,42.915,15.6404,42.915,42.915,,,,,
1845,08/22/18 05:00:00 AM,42.732,15.6275,42.732,42.732,,,,,
1846,08/22/18 06:00:00 AM,42.548,15.6294,42.548,42.548,,,,,
1847,08/22/18 07:00:00 AM,42.363,15.6065,42.363,42.363,,,,,
1848,08/22/18 08:00:00 AM,42.363,15.5940,42.363,42.363,,,,,
1849,08/22/18 09:00:00 AM,42.179,15.5786,42.179,42.179,,,,,
1850,08/22/18 10:00:00 AM,42.363,15.5641,42.363,42.363,,,,,
1851,08/22/18 11:00:00 AM,42.363,15.5441,42.363,42.363,,,,,
1852,08/22/18 12:00:00 PM,42.548,15.5347,42.548,42.548,,,,,
1853,08/22/18 01:00:00 PM,42.915,15.5157,42.915,42.915,,,,,
1854,08/22/18 02:00:00 PM,43.282,15.5016,43.282,43.282,,,,,
1855,08/22/18 03:00:00 PM,43.648,15.4902,43.648,43.648,,,,,
1856,08/22/18 04:00:00 PM,44.013,15.4686,44.013,44.013,,,,,
1857,08/22/18 05:00:00 PM,44.560,15.4726,44.560,44.560,,,,,
1858,08/22/18 06:00:00 PM,44.922,15.4660,44.922,44.922,,,,,
1859,08/22/18 07:00:00 PM,45.286,15.4645,45.286,45.286,,,,,
1860,08/22/18 08:00:00 PM,45.466,15.4549,45.466,45.466,,,,,
1861,08/22/18 09:00:00 PM,45.648,15.4580,45.648,45.648,,,,,
1862,08/22/18 10:00:00 PM,45.648,15.4604,45.648,45.648,,,,,
1863,08/22/18 11:00:00 PM,45.828,15.4909,45.828,45.828,,,,,
1864,08/23/18 12:00:00 AM,45.828,15.4734,45.828,45.828,,,,,
1865,08/23/18 01:00:00 AM,45.648,15.4905,45.648,45.648,,,,,
1866,08/23/18 02:00:00 AM,45.466,15.5048,45.466,45.466,,,,,
1867,08/23/18 03:00:00 AM,45.104,15.5015,45.104,45.104,,,,,
1868,08/23/18 04:00:00 AM,44.742,15.4905,44.742,44.742,,,,,
1869,08/23/18 05:00:00 AM,44.379,15.4796,44.379,44.379,,,,,
1870,08/23/18 06:00:00 AM,43.831,15.4732,43.831,43.831,,,,,
1871,08/23/18 07:00:00 AM,43.466,15.4573,43.466,43.466,,,,,
1872,08/23/18 08:00:00 AM,43.282,15.4417,43.282,43.282,,,,,
1873,08/23/18 09:00:00 AM,42.915,15.4233,42.915,42.915,,,,,
1874,08/23/18 10:00:00 AM,42.915,15.3934,42.915,42.915,,,,,
1875,08/23/18 11:00:00 AM,42.732,15.3930,42.732,42.732,,,,,
1876,08/23/18 12:00:00 PM,42.732,15.3705,42.732,42.732,,,,,
1877,08/23/18 01:00:00 PM,42.732,15.3656,42.732,42.732,,,,,
1878,08/23/18 02:00:00 PM,42.732,15.3656,42.732,42.732,,,,,
1879,08/23/18 03:00:00 PM,42.732,15.3505,42.732,42.732,,,,,
1880,08/23/18 04:00:00 PM,42.915,15.3411,42.915,42.915,,,,,
1881,08/23/18 05:00:00 PM,42.915,15.3311,42.915,42.915,,,,,
1882,08/23/18 06:00:00 PM,43.099,15.3366,43.099,43.099,,,,,
1883,08/23/18 07:00:00 PM,43.282,15.3221,43.282,43.282,,,,,
1884,08/23/18 08:00:00 PM,43.282,15.3370,43.282,43.282,,,,,
1885,08/23/18 09:00:00 PM,43.466,15.3375,43.466,43.466,,,,,
1886,08/23/18 10:00:00 PM,43.466,15.3525,43.466,43.466,,,,,
1887,08/23/18 11:00:00 PM,43.648,15.3579,43.648,43.648,,,,,
1888,08/24/18 12:00:00 AM,43.831,15.3759,43.831,43.831,,,,,
1889,08/24/18 01:00:00 AM,43.831,15.3958,43.831,43.831,,,,,
1890,08/24/18 02:00:00 AM,43.831,15.4133,43.831,43.831,,,,,
1891,08/24/18 03:00:00 AM,43.831,15.4332,43.831,43.831,,,,,
1892,08/24/18 04:00:00 AM,43.648,15.4477,43.648,43.648,,,,,
1893,08/24/18 05:00:00 AM,43.466,15.4622,43.466,43.466,,,,,
1894,08/24/18 06:00:00 AM,43.282,15.4617,43.282,43.282,,,,,
1895,08/24/18 07:00:00 AM,42.915,15.4383,42.915,42.915,,,,,
1896,08/24/18 08:00:00 AM,42.732,15.4378,42.732,42.732,,,,,
1897,08/24/18 09:00:00 AM,42.548,15.4200,42.548,42.548,,,,,
1898,08/24/18 10:00:00 AM,42.363,15.4069,42.363,42.363,,,,,
1899,08/24/18 11:00:00 AM,42.363,15.3820,42.363,42.363,,,,,
1900,08/24/18 12:00:00 PM,42.548,15.3525,42.548,42.548,,,,,
1901,08/24/18 01:00:00 PM,42.732,15.3380,42.732,42.732,,,,,
1902,08/24/18 02:00:00 PM,42.915,15.3112,42.915,42.915,,,,,
1903,08/24/18 03:00:00 PM,43.099,15.2942,43.099,43.099,,,,,
1904,08/24/18 04:00:00 PM,43.282,15.2871,43.282,43.282,,,,,
1905,08/24/18 05:00:00 PM,43.282,15.2797,43.282,43.282,,,,,
1906,08/24/18 06:00:00 PM,43.466,15.2603,43.466,43.466,,,,,
1907,08/24/18 07:00:00 PM,43.648,15.2532,43.648,43.648,,,,,
1908,08/24/18 08:00:00 PM,43.831,15.2562,43.831,43.831,,,,,
1909,08/24/18 09:00:00 PM,44.013,15.2616,44.013,44.013,,,,,
1910,08/24/18 10:00:00 PM,44.013,15.2616,44.013,44.013,,,,,
1911,08/24/18 11:00:00 PM,44.195,15.2796,44.195,44.195,,,,,
1912,08/25/18 12:00:00 AM,44.379,15.3000,44.379,44.379,,,,,
1913,08/25/18 01:00:00 AM,44.379,15.3224,44.379,44.379,,,,,
1914,08/25/18 02:00:00 AM,44.379,15.3448,44.379,44.379,,,,,
1915,08/25/18 03:00:00 AM,44.195,15.3393,44.195,44.195,,,,,
1916,08/25/18 04:00:00 AM,44.013,15.3289,44.013,44.013,,,,,
1917,08/25/18 05:00:00 AM,43.831,15.3309,43.831,43.831,,,,,
1918,08/25/18 06:00:00 AM,43.466,15.3250,43.466,43.466,,,,,
1919,08/25/18 07:00:00 AM,43.099,15.3116,43.099,43.099,,,,,
1920,08/25/18 08:00:00 AM,42.732,15.2758,42.732,42.732,,,,,
1921,08/25/18 09:00:00 AM,42.548,15.2678,42.548,42.548,,,,,
1922,08/25/18 10:00:00 AM,42.363,15.2623,42.363,42.363,,,,,
1923,08/25/18 11:00:00 AM,42.363,15.2498,42.363,42.363,,,,,
1924,08/25/18 12:00:00 PM,42.548,15.2429,42.548,42.548,,,,,
1925,08/25/18 01:00:00 PM,42.732,15.2284,42.732,42.732,,,,,
1926,08/25/18 02:00:00 PM,42.915,15.2190,42.915,42.915,,,,,
1927,08/25/18 03:00:00 PM,42.915,15.2040,42.915,42.915,,,,,
1928,08/25/18 04:00:00 PM,43.282,15.1850,43.282,43.282,,,,,
1929,08/25/18 05:00:00 PM,43.466,15.1855,43.466,43.466,,,,,
1930,08/25/18 06:00:00 PM,43.648,15.1760,43.648,43.648,,,,,
1931,08/25/18 07:00:00 PM,43.831,15.1740,43.831,43.831,,,,,
1932,08/25/18 08:00:00 PM,44.013,15.1620,44.013,44.013,,,,,
1933,08/25/18 09:00:00 PM,44.379,15.1778,44.379,44.379,,,,,
1934,08/25/18 10:00:00 PM,44.742,15.1862,44.742,44.742,,,,,
1935,08/25/18 11:00:00 PM,45.104,15.1947,45.104,45.104,,,,,
1936,08/26/18 12:00:00 AM,45.466,15.2056,45.466,45.466,,,,,
1937,08/26/18 01:00:00 AM,45.648,15.2459,45.648,45.648,,,,,
1938,08/26/18 02:00:00 AM,45.828,15.2613,45.828,45.828,,,,,
1939,08/26/18 03:00:00 AM,45.828,15.2664,45.828,45.828,,,,,
1940,08/26/18 04:00:00 AM,45.648,15.2633,45.648,45.648,,,,,
1941,08/26/18 05:00:00 AM,45.286,15.2625,45.286,45.286,,,,,
1942,08/26/18 06:00:00 AM,44.742,15.2659,44.742,44.742,,,,,
1943,08/26/18 07:00:00 AM,44.379,15.2477,44.379,44.379,,,,,
1944,08/26/18 08:00:00 AM,44.013,15.2517,44.013,44.013,,,,,
1945,08/26/18 09:00:00 AM,43.648,15.2432,43.648,43.648,,,,,
1946,08/26/18 10:00:00 AM,43.466,15.2303,43.466,43.466,,,,,
1947,08/26/18 11:00:00 AM,43.466,15.1979,43.466,43.466,,,,,
1948,08/26/18 12:00:00 PM,43.466,15.1979,43.466,43.466,,,,,
1949,08/26/18 01:00:00 PM,43.648,15.1934,43.648,43.648,,,,,
1950,08/26/18 02:00:00 PM,44.013,15.1744,44.013,44.013,,,,,
1951,08/26/18 03:00:00 PM,44.195,15.1873,44.195,44.195,,,,,
1952,08/26/18 04:00:00 PM,44.379,15.1978,44.379,44.379,,,,,
1953,08/26/18 05:00:00 PM,44.560,15.2033,44.560,44.560,,,,,
1954,08/26/18 06:00:00 PM,44.742,15.2037,44.742,44.742,,,,,
1955,08/26/18 07:00:00 PM,44.922,15.2291,44.922,44.922,,,,,
1956,08/26/18 08:00:00 PM,45.286,15.2375,45.286,45.286,,,,,
1957,08/26/18 09:00:00 PM,45.466,15.2604,45.466,45.466,,,,,
1958,08/26/18 10:00:00 PM,45.648,15.2709,45.648,45.648,,,,,
1959,08/26/18 11:00:00 PM,45.828,15.3087,45.828,45.828,,,,,
1960,08/27/18 12:00:00 AM,46.008,15.3292,46.008,46.008,,,,,
1961,08/27/18 01:00:00 AM,46.188,15.3621,46.188,46.188,,,,,
1962,08/27/18 02:00:00 AM,46.008,15.3965,46.008,46.008,,,,,
1963,08/27/18 03:00:00 AM,45.828,15.4110,45.828,45.828,,,,,
1964,08/27/18 04:00:00 AM,45.466,15.4275,45.466,45.466,,,,,
1965,08/27/18 05:00:00 AM,45.104,15.4465,45.104,45.104,,,,,
1966,08/27/18 06:00:00 AM,44.742,15.4706,44.742,44.742,,,,,
1967,08/27/18 07:00:00 AM,44.379,15.5021,44.379,44.379,,,,,
1968,08/27/18 08:00:00 AM,44.195,15.5115,44.195,44.195,,,,,
1969,08/27/18 09:00:00 AM,44.013,15.5211,44.013,44.013,,,,,
1970,08/27/18 10:00:00 AM,43.831,15.5180,43.831,43.831,,,,,
1971,08/27/18 11:00:00 AM,43.831,15.5280,43.831,43.831,,,,,
1972,08/27/18 12:00:00 PM,43.831,15.5330,43.831,43.831,,,,,
1973,08/27/18 01:00:00 PM,43.831,15.5330,43.831,43.831,,,,,
1974,08/27/18 02:00:00 PM,43.466,15.5071,43.466,43.466,,,,,
1975,08/27/18 03:00:00 PM,43.466,15.5196,43.466,43.466,,,,,
1976,08/27/18 04:00:00 PM,43.466,15.4847,43.466,43.466,,,,,
1977,08/27/18 05:00:00 PM,43.648,15.4652,43.648,43.648,,,,,
1978,08/27/18 06:00:00 PM,43.648,15.4477,43.648,43.648,,,,,
1979,08/27/18 07:00:00 PM,43.831,15.4383,43.831,43.831,,,,,
1980,08/27/18 08:00:00 PM,44.013,15.4037,44.013,44.013,,,,,
1981,08/27/18 09:00:00 PM,44.195,15.3892,44.195,44.195,,,,,
1982,08/27/18 10:00:00 PM,44.195,15.4017,44.195,44.195,,,,,
1983,08/27/18 11:00:00 PM,44.013,15.4088,44.013,44.013,,,,,
1984,08/28/18 12:00:00 AM,44.013,15.4013,44.013,44.013,,,,,
1985,08/28/18 01:00:00 AM,43.831,15.4182,43.831,43.831,,,,,
1986,08/28/18 02:00:00 AM,43.648,15.4203,43.648,43.648,,,,,
1987,08/28/18 03:00:00 AM,43.648,15.4278,43.648,43.648,,,,,
1988,08/28/18 04:00:00 AM,43.466,15.4323,43.466,43.466,,,,,
1989,08/28/18 05:00:00 AM,43.282,15.4168,43.282,43.282,,,,,
1990,08/28/18 06:00:00 AM,42.915,15.4159,42.915,42.915,,,,,
1991,08/28/18 07:00:00 AM,42.732,15.4004,42.732,42.732,,,,,
1992,08/28/18 08:00:00 AM,42.548,15.3900,42.548,42.548,,,,,
1993,08/28/18 09:00:00 AM,42.363,15.3920,42.363,42.363,,,,,
1994,08/28/18 10:00:00 AM,42.548,15.3950,42.548,42.548,,,,,
1995,08/28/18 11:00:00 AM,42.732,15.3805,42.732,42.732,,,,,
1996,08/28/18 12:00:00 PM,43.099,15.3640,43.099,43.099,,,,,
1997,08/28/18 01:00:00 PM,43.466,15.3499,43.466,43.466,,,,,
1998,08/28/18 02:00:00 PM,43.831,15.3534,43.831,43.831,,,,,
1999,08/28/18 03:00:00 PM,44.195,15.3393,44.195,44.195,,,,,
2000,08/28/18 04:00:00 PM,44.742,15.3334,44.742,44.742,,,,,
2001,08/28/18 05:00:00 PM,45.104,15.3193,45.104,45.104,,,,,
2002,08/28/18 06:00:00 PM,45.466,15.2954,45.466,45.466,,,,,
2003,08/28/18 07:00:00 PM,45.648,15.2907,45.648,45.648,,,,,
2004,08/28/18 08:00:00 PM,46.188,15.2873,46.188,46.188,,,,,
2005,08/28/18 09:00:00 PM,46.188,15.2922,46.188,46.188,,,,,
2006,08/28/18 10:00:00 PM,46.369,15.2952,46.369,46.369,,,,,
2007,08/28/18 11:00:00 PM,46.728,15.2986,46.728,46.728,,,,,
2008,08/29/18 12:00:00 AM,47.088,15.3221,47.088,47.088,,,,,
2009,08/29/18 01:00:00 AM,47.266,15.3250,47.266,47.266,,,,,
2010,08/29/18 02:00:00 AM,47.088,15.3270,47.088,47.088,,,,,
2011,08/29/18 03:00:00 AM,46.548,15.3431,46.548,46.548,,,,,
2012,08/29/18 04:00:00 AM,45.648,15.3457,45.648,45.648,,,,,
2013,08/29/18 05:00:00 AM,44.922,15.3388,44.922,44.922,,,,,
2014,08/29/18 06:00:00 AM,44.379,15.3424,44.379,44.379,,,,,
2015,08/29/18 07:00:00 AM,43.648,15.3180,43.648,43.648,,,,,
2016,08/29/18 08:00:00 AM,43.099,15.3041,43.099,43.099,,,,,
2017,08/29/18 09:00:00 AM,42.548,15.2754,42.548,42.548,,,,,
2018,08/29/18 10:00:00 AM,42.363,15.2649,42.363,42.363,,,,,
2019,08/29/18 11:00:00 AM,42.363,15.2375,42.363,42.363,,,,,
2020,08/29/18 12:00:00 PM,42.548,15.2081,42.548,42.548,,,,,
2021,08/29/18 01:00:00 PM,42.915,15.2016,42.915,42.915,,,,,
2022,08/29/18 02:00:00 PM,43.282,15.1601,43.282,43.282,,,,,
